LoginTime,LogoffTime,UserName,DomainName,IP,备注
"Mar 9, 2022 @ 09:37:43.771","Mar 9, 2022 @ 09:38:14.240",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:41:19.411","Mar 9, 2022 @ 09:41:35.386",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:43:09.301","Mar 9, 2022 @ 09:43:27.928",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:43:44.339","Mar 9, 2022 @ 09:44:00.080",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:45:24.916","Mar 9, 2022 @ 09:45:44.448",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:49:03.492","Mar 9, 2022 @ 09:49:18.999",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:49:35.707","Mar 9, 2022 @ 09:49:51.182",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:50:11.915","Mar 9, 2022 @ 09:50:34.099",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:51:12.319","Mar 9, 2022 @ 09:51:27.748",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:51:13.942","Mar 9, 2022 @ 10:22:32.040",bin.zeng,VERSACE,10.86.3.58,
"Mar 9, 2022 @ 09:53:35.966","Mar 9, 2022 @ 11:03:53.423",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 09:55:15.979","Mar 9, 2022 @ 10:31:59.696",Iris.zhang,VERSACE,10.86.3.211,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 09:57:26.006","Mar 9, 2022 @ 10:25:11.488",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 09:58:39.826","Mar 9, 2022 @ 10:43:24.650",pamela.qin,VERSACE,10.86.3.101,
"Mar 9, 2022 @ 10:10:56.353","Mar 9, 2022 @ 10:15:09.496",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 10:14:51.259","Mar 9, 2022 @ 15:48:10.690",Silvia.Chang,VERSACE,10.86.1.184,
"Mar 9, 2022 @ 10:18:39.957","Mar 9, 2022 @ 10:18:50.737",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 10:19:10.346","Mar 9, 2022 @ 10:54:58.698",mika.zhang,VERSACE,10.86.3.83,
"Mar 9, 2022 @ 10:19:43.215","Mar 9, 2022 @ 10:36:30.810",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 10:22:41.930","Mar 9, 2022 @ 12:55:22.461",Philip.Yang,VERSACE,10.86.3.176,
"Mar 9, 2022 @ 10:23:08.450","Mar 9, 2022 @ 10:29:29.857",rebecca.jiang,VERSACE,10.86.3.42,
"Mar 9, 2022 @ 10:26:35.198","Mar 9, 2022 @ 10:28:55.396",amanda.su,VERSACE,10.86.3.229,
"Mar 9, 2022 @ 10:26:54.683","Mar 9, 2022 @ 10:41:13.203",yasmine.feng,VERSACE,10.86.3.167,
"Mar 9, 2022 @ 10:30:16.954","Mar 9, 2022 @ 10:35:31.202",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 10:31:13.707","Mar 9, 2022 @ 10:31:24.549",PC19YZXZ$,VERSACE,10.86.3.104,
"Mar 9, 2022 @ 10:34:48.458","Mar 9, 2022 @ 10:37:08.687",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 10:41:13.203","Mar 9, 2022 @ 10:43:33.432",yasmine.feng,VERSACE,10.86.3.147,
"Mar 9, 2022 @ 10:41:18.258","Mar 9, 2022 @ 12:20:34.856",Stella.Liu,VERSACE,10.86.3.223,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 11:00:22.634","Mar 9, 2022 @ 12:29:56.896",christina.pang,VERSACE,10.86.1.185,
"Mar 9, 2022 @ 11:08:47.422","Mar 9, 2022 @ 11:11:07.683",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 11:10:54.360","Mar 9, 2022 @ 11:17:58.012",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 11:11:17.854","Mar 9, 2022 @ 11:52:47.199",doreen.liu,VERSACE,10.86.3.86,
"Mar 9, 2022 @ 11:19:00.631","Mar 9, 2022 @ 11:19:26.543",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 11:22:00.032","Mar 9, 2022 @ 11:22:18.175",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 11:24:21.166","Mar 9, 2022 @ 11:25:20.556",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 11:42:10.927","Mar 9, 2022 @ 12:01:21.129",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 12:20:13.499","Mar 9, 2022 @ 12:22:42.246",Stella.Liu,VERSACE,10.86.3.20,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 12:40:17.890","Mar 9, 2022 @ 13:51:49.524",haylie.ng,VERSACE,192.168.0.111,
"Mar 9, 2022 @ 12:57:06.186","Mar 9, 2022 @ 12:57:48.603",adm_admt,VERSACE,10.86.1.20,
"Mar 9, 2022 @ 12:57:48.603","Mar 9, 2022 @ 13:00:16.398",adm_admt,VERSACE,10.86.1.21,
"Mar 9, 2022 @ 13:18:31.962","Mar 9, 2022 @ 14:32:27.722",mk.vpnuser1,VERSACE,10.86.1.190,
"Mar 9, 2022 @ 14:02:35.961","Mar 9, 2022 @ 15:48:04.543",christina.pang,VERSACE,10.86.3.159,
"Mar 9, 2022 @ 14:39:02.608","Mar 9, 2022 @ 15:16:45.543",Philip.Yang,VERSACE,10.86.3.176,
"Mar 9, 2022 @ 15:29:55.173","Mar 9, 2022 @ 15:30:05.375",Administrator,GVCN,10.86.1.254,
"Mar 9, 2022 @ 15:40:09.988","Mar 9, 2022 @ 15:42:30.218",Karen.Zhang,VERSACE,10.86.3.228,
